"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","MUNICIPAL","Municipal waste generated","1992","1992","TONNE","Tonnes","3","Thousands",,,12000,"E","Estimated value"
"AUS","Australia","MUNICIPAL","Municipal waste generated","2000","2000","TONNE","Tonnes","3","Thousands",,,13200,"E","Estimated value"
"AUS","Australia","MUNICIPAL","Municipal waste generated","2007","2007","TONNE","Tonnes","3","Thousands",,,12798.666,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2008","2008","TONNE","Tonnes","3","Thousands",,,13027.542,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2009","2009","TONNE","Tonnes","3","Thousands",,,13256.419,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,13515.592,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2011","2011","TONNE","Tonnes","3","Thousands",,,13462.519,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,13344.891,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2013","2013","TONNE","Tonnes","3","Thousands",,,13227.263,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,13109.635,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2015","2015","TONNE","Tonnes","3","Thousands",,,13344.539,,
"AUS","Australia","HOUSEHOLD","Waste from households","1992","1992","TONNE","Tonnes","3","Thousands",,,7000,"E","Estimated value"
"AUS","Australia","HOUSEHOLD","Waste from households","2000","2000","TONNE","Tonnes","3","Thousands",,,7660,"E","Estimated value"
"AUS","Australia","HOUSEHOLD","Waste from households","2003","2003","TONNE","Tonnes","3","Thousands",,,8903,,
"AUS","Australia","HOUSEHOLD","Waste from households","2015","2015","TONNE","Tonnes","3","Thousands",,,12010,"E","Estimated value"
"AUS","Australia","TREATMENT","Municipal waste treated","2003","2003","TONNE","Tonnes","3","Thousands",,,8903,,
"AUS","Australia","TREATMENT","Municipal waste treated","2007","2007","TONNE","Tonnes","3","Thousands",,,12798.666,,
"AUS","Australia","TREATMENT","Municipal waste treated","2008","2008","TONNE","Tonnes","3","Thousands",,,13027.542,,
"AUS","Australia","TREATMENT","Municipal waste treated","2009","2009","TONNE","Tonnes","3","Thousands",,,13256.419,,
"AUS","Australia","TREATMENT","Municipal waste treated","2010","2010","TONNE","Tonnes","3","Thousands",,,13515.592,,
"AUS","Australia","TREATMENT","Municipal waste treated","2011","2011","TONNE","Tonnes","3","Thousands",,,13462.519,,
"AUS","Australia","TREATMENT","Municipal waste treated","2012","2012","TONNE","Tonnes","3","Thousands",,,13344.891,,
"AUS","Australia","TREATMENT","Municipal waste treated","2013","2013","TONNE","Tonnes","3","Thousands",,,13227.263,,
"AUS","Australia","TREATMENT","Municipal waste treated","2014","2014","TONNE","Tonnes","3","Thousands",,,13109.635,,
"AUS","Australia","TREATMENT","Municipal waste treated","2015","2015","TONNE","Tonnes","3","Thousands",,,13344.539,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,2701,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,5592.26,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,5864.23,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,6136.21,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,6476.28,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,6915.76,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,6979.7,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,7043.63,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,7107.56,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,6858.41,,
"AUS","Australia","RECYCLING","Recycling","2003","2003","TONNE","Tonnes","3","Thousands",,,2701,,
"AUS","Australia","RECYCLING","Recycling","2007","2007","TONNE","Tonnes","3","Thousands",,,4710.243,,
"AUS","Australia","RECYCLING","Recycling","2008","2008","TONNE","Tonnes","3","Thousands",,,4971.787,,
"AUS","Australia","RECYCLING","Recycling","2009","2009","TONNE","Tonnes","3","Thousands",,,5233.332,,
"AUS","Australia","RECYCLING","Recycling","2010","2010","TONNE","Tonnes","3","Thousands",,,5404.171,,
"AUS","Australia","RECYCLING","Recycling","2011","2011","TONNE","Tonnes","3","Thousands",,,5689.411,,
"AUS","Australia","RECYCLING","Recycling","2012","2012","TONNE","Tonnes","3","Thousands",,,5636.739,,
"AUS","Australia","RECYCLING","Recycling","2013","2013","TONNE","Tonnes","3","Thousands",,,5584.067,,
"AUS","Australia","RECYCLING","Recycling","2014","2014","TONNE","Tonnes","3","Thousands",,,5531.395,,
"AUS","Australia","RECYCLING","Recycling","2015","2015","TONNE","Tonnes","3","Thousands",,,5605.196,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2007","2007","TONNE","Tonnes","3","Thousands",,,882.016,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2008","2008","TONNE","Tonnes","3","Thousands",,,892.447,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2009","2009","TONNE","Tonnes","3","Thousands",,,902.879,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2010","2010","TONNE","Tonnes","3","Thousands",,,1072.105,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2011","2011","TONNE","Tonnes","3","Thousands",,,1226.353,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2012","2012","TONNE","Tonnes","3","Thousands",,,1342.957,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2013","2013","TONNE","Tonnes","3","Thousands",,,1459.561,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2014","2014","TONNE","Tonnes","3","Thousands",,,1576.165,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2015","2015","TONNE","Tonnes","3","Thousands",,,1253.214,,
"AUS","Australia","DISPOSAL","Disposal operations","2003","2003","TONNE","Tonnes","3","Thousands",,,6202,,
"AUS","Australia","DISPOSAL","Disposal operations","2007","2007","TONNE","Tonnes","3","Thousands",,,7206.41,,
"AUS","Australia","DISPOSAL","Disposal operations","2008","2008","TONNE","Tonnes","3","Thousands",,,7163.31,,
"AUS","Australia","DISPOSAL","Disposal operations","2009","2009","TONNE","Tonnes","3","Thousands",,,7120.21,,
"AUS","Australia","DISPOSAL","Disposal operations","2010","2010","TONNE","Tonnes","3","Thousands",,,7039.32,,
"AUS","Australia","DISPOSAL","Disposal operations","2011","2011","TONNE","Tonnes","3","Thousands",,,6546.76,,
"AUS","Australia","DISPOSAL","Disposal operations","2012","2012","TONNE","Tonnes","3","Thousands",,,6365.2,,
"AUS","Australia","DISPOSAL","Disposal operations","2013","2013","TONNE","Tonnes","3","Thousands",,,6183.64,,
"AUS","Australia","DISPOSAL","Disposal operations","2014","2014","TONNE","Tonnes","3","Thousands",,,6002.07,,
"AUS","Australia","DISPOSAL","Disposal operations","2015","2015","TONNE","Tonnes","3","Thousands",,,6486.13,,
"AUS","Australia","LANDFILL","Landfill","2003","2003","TONNE","Tonnes","3","Thousands",,,6202,,
"AUS","Australia","LANDFILL","Landfill","2007","2007","TONNE","Tonnes","3","Thousands",,,7206.41,,
"AUS","Australia","LANDFILL","Landfill","2008","2008","TONNE","Tonnes","3","Thousands",,,7163.31,,
"AUS","Australia","LANDFILL","Landfill","2009","2009","TONNE","Tonnes","3","Thousands",,,7120.21,,
"AUS","Australia","LANDFILL","Landfill","2010","2010","TONNE","Tonnes","3","Thousands",,,7039.32,,
"AUS","Australia","LANDFILL","Landfill","2011","2011","TONNE","Tonnes","3","Thousands",,,6546.76,,
"AUS","Australia","LANDFILL","Landfill","2012","2012","TONNE","Tonnes","3","Thousands",,,6365.2,,
"AUS","Australia","LANDFILL","Landfill","2013","2013","TONNE","Tonnes","3","Thousands",,,6183.64,,
"AUS","Australia","LANDFILL","Landfill","2014","2014","TONNE","Tonnes","3","Thousands",,,6002.07,,
"AUS","Australia","LANDFILL","Landfill","2015","2015","TONNE","Tonnes","3","Thousands",,,6486.13,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2003","2003","PC","Percentage","0","Units",,,30.338,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2007","2007","PC","Percentage","0","Units",,,36.803,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2008","2008","PC","Percentage","0","Units",,,38.164,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2009","2009","PC","Percentage","0","Units",,,39.478,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2010","2010","PC","Percentage","0","Units",,,39.985,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2011","2011","PC","Percentage","0","Units",,,42.261,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2012","2012","PC","Percentage","0","Units",,,42.239,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2013","2013","PC","Percentage","0","Units",,,42.216,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2014","2014","PC","Percentage","0","Units",,,42.193,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2015","2015","PC","Percentage","0","Units",,,42.004,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2007","2007","PC","Percentage","0","Units",,,6.891,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2008","2008","PC","Percentage","0","Units",,,6.85,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2009","2009","PC","Percentage","0","Units",,,6.811,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2010","2010","PC","Percentage","0","Units",,,7.932,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2011","2011","PC","Percentage","0","Units",,,9.109,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2012","2012","PC","Percentage","0","Units",,,10.063,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2013","2013","PC","Percentage","0","Units",,,11.034,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2014","2014","PC","Percentage","0","Units",,,12.023,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2015","2015","PC","Percentage","0","Units",,,9.391,,
"AUS","Australia","LANDF_SHARE","% Landfill","2003","2003","PC","Percentage","0","Units",,,69.662,,
"AUS","Australia","LANDF_SHARE","% Landfill","2007","2007","PC","Percentage","0","Units",,,56.306,,
"AUS","Australia","LANDF_SHARE","% Landfill","2008","2008","PC","Percentage","0","Units",,,54.986,,
"AUS","Australia","LANDF_SHARE","% Landfill","2009","2009","PC","Percentage","0","Units",,,53.711,,
"AUS","Australia","LANDF_SHARE","% Landfill","2010","2010","PC","Percentage","0","Units",,,52.083,,
"AUS","Australia","LANDF_SHARE","% Landfill","2011","2011","PC","Percentage","0","Units",,,48.63,,
"AUS","Australia","LANDF_SHARE","% Landfill","2012","2012","PC","Percentage","0","Units",,,47.698,,
"AUS","Australia","LANDF_SHARE","% Landfill","2013","2013","PC","Percentage","0","Units",,,46.749,,
"AUS","Australia","LANDF_SHARE","% Landfill","2014","2014","PC","Percentage","0","Units",,,45.784,,
"AUS","Australia","LANDF_SHARE","% Landfill","2015","2015","PC","Percentage","0","Units",,,48.605,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1990","1990","TONNE","Tonnes","3","Thousands",,,3204,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1991","1991","TONNE","Tonnes","3","Thousands",,,3126,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1992","1992","TONNE","Tonnes","3","Thousands",,,3176,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1993","1993","TONNE","Tonnes","3","Thousands",,,3341,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1994","1994","TONNE","Tonnes","3","Thousands",,,3400,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1995","1995","TONNE","Tonnes","3","Thousands",,,3476,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1996","1996","TONNE","Tonnes","3","Thousands",,,3845,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1997","1997","TONNE","Tonnes","3","Thousands",,,3977,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1998","1998","TONNE","Tonnes","3","Thousands",,,3983,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1999","1999","TONNE","Tonnes","3","Thousands",,,4171,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2000","2000","TONNE","Tonnes","3","Thousands",,,4321,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2001","2001","TONNE","Tonnes","3","Thousands",,,4309,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2002","2002","TONNE","Tonnes","3","Thousands",,,4589,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2003","2003","TONNE","Tonnes","3","Thousands",,,4607,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2004","2004","TONNE","Tonnes","3","Thousands",,,4686.7,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2005","2005","TONNE","Tonnes","3","Thousands",,,4731.7,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2006","2006","TONNE","Tonnes","3","Thousands",,,4932.5,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2007","2007","TONNE","Tonnes","3","Thousands",,,4951.1,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2008","2008","TONNE","Tonnes","3","Thousands",,,4996.9,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2009","2009","TONNE","Tonnes","3","Thousands",,,4921,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,4700.8,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2011","2011","TONNE","Tonnes","3","Thousands",,,4806.9,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,4883.3,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2013","2013","TONNE","Tonnes","3","Thousands",,,4905.2,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,4832.5,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2015","2015","TONNE","Tonnes","3","Thousands",,,4836,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,4928.4,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2017","2017","TONNE","Tonnes","3","Thousands",,,5017.6,,
"AUT","Austria","HOUSEHOLD","Waste from households","1990","1990","TONNE","Tonnes","3","Thousands",,,2504,,
"AUT","Austria","HOUSEHOLD","Waste from households","1991","1991","TONNE","Tonnes","3","Thousands",,,2426,,
"AUT","Austria","HOUSEHOLD","Waste from households","1992","1992","TONNE","Tonnes","3","Thousands",,,2476,,
"AUT","Austria","HOUSEHOLD","Waste from households","1993","1993","TONNE","Tonnes","3","Thousands",,,2509,,
"AUT","Austria","HOUSEHOLD","Waste from households","1994","1994","TONNE","Tonnes","3","Thousands",,,2568,,
"AUT","Austria","HOUSEHOLD","Waste from households","1995","1995","TONNE","Tonnes","3","Thousands",,,2644,,
"AUT","Austria","HOUSEHOLD","Waste from households","1996","1996","TONNE","Tonnes","3","Thousands",,,2775,,
"AUT","Austria","HOUSEHOLD","Waste from households","1997","1997","TONNE","Tonnes","3","Thousands",,,2907,,
"AUT","Austria","HOUSEHOLD","Waste from households","1998","1998","TONNE","Tonnes","3","Thousands",,,2913,,
"AUT","Austria","HOUSEHOLD","Waste from households","1999","1999","TONNE","Tonnes","3","Thousands",,,3096,,
"AUT","Austria","HOUSEHOLD","Waste from households","2000","2000","TONNE","Tonnes","3","Thousands",,,3246,,
"AUT","Austria","HOUSEHOLD","Waste from households","2001","2001","TONNE","Tonnes","3","Thousands",,,3234,,
"AUT","Austria","HOUSEHOLD","Waste from households","2002","2002","TONNE","Tonnes","3","Thousands",,,3309,,
"AUT","Austria","HOUSEHOLD","Waste from households","2003","2003","TONNE","Tonnes","3","Thousands",,,3327,,
"AUT","Austria","HOUSEHOLD","Waste from households","2004","2004","TONNE","Tonnes","3","Thousands",,,3418.7,,
"AUT","Austria","HOUSEHOLD","Waste from households","2005","2005","TONNE","Tonnes","3","Thousands",,,3463.7,,
"AUT","Austria","HOUSEHOLD","Waste from households","2006","2006","TONNE","Tonnes","3","Thousands",,,3677.7,,
"AUT","Austria","HOUSEHOLD","Waste from households","2007","2007","TONNE","Tonnes","3","Thousands",,,3728,,
"AUT","Austria","HOUSEHOLD","Waste from households","2008","2008","TONNE","Tonnes","3","Thousands",,,3786,,
"AUT","Austria","HOUSEHOLD","Waste from households","2009","2009","TONNE","Tonnes","3","Thousands",,,3895,,
"AUT","Austria","HOUSEHOLD","Waste from households","2010","2010","TONNE","Tonnes","3","Thousands",,,3788.5,,
"AUT","Austria","HOUSEHOLD","Waste from households","2011","2011","TONNE","Tonnes","3","Thousands",,,3947.2,,
"AUT","Austria","HOUSEHOLD","Waste from households","2012","2012","TONNE","Tonnes","3","Thousands",,,4020.3,,
"AUT","Austria","HOUSEHOLD","Waste from households","2013","2013","TONNE","Tonnes","3","Thousands",,,4031.7,,
"AUT","Austria","HOUSEHOLD","Waste from households","2014","2014","TONNE","Tonnes","3","Thousands",,,4170.2,,
"AUT","Austria","HOUSEHOLD","Waste from households","2015","2015","TONNE","Tonnes","3","Thousands",,,4160,,
"AUT","Austria","HOUSEHOLD","Waste from households","2016","2016","TONNE","Tonnes","3","Thousands",,,4269,,
"AUT","Austria","HOUSEHOLD","Waste from households","2017","2017","TONNE","Tonnes","3","Thousands",,,4322,,
"AUT","Austria","OTHMUN","Other municipal waste","1990","1990","TONNE","Tonnes","3","Thousands",,,700,,
"AUT","Austria","OTHMUN","Other municipal waste","1991","1991","TONNE","Tonnes","3","Thousands",,,700,,
"AUT","Austria","OTHMUN","Other municipal waste","1992","1992","TONNE","Tonnes","3","Thousands",,,700,,
"AUT","Austria","OTHMUN","Other municipal waste","1993","1993","TONNE","Tonnes","3","Thousands",,,832,,
"AUT","Austria","OTHMUN","Other municipal waste","1994","1994","TONNE","Tonnes","3","Thousands",,,832,,
"AUT","Austria","OTHMUN","Other municipal waste","1995","1995","TONNE","Tonnes","3","Thousands",,,832,,
"AUT","Austria","OTHMUN","Other municipal waste","1996","1996","TONNE","Tonnes","3","Thousands",,,1069.6,,
"AUT","Austria","OTHMUN","Other municipal waste","1997","1997","TONNE","Tonnes","3","Thousands",,,1070,,
"AUT","Austria","OTHMUN","Other municipal waste","1998","1998","TONNE","Tonnes","3","Thousands",,,1070,,
"AUT","Austria","OTHMUN","Other municipal waste","1999","1999","TONNE","Tonnes","3","Thousands",,,1075,,
"AUT","Austria","OTHMUN","Other municipal waste","2000","2000","TONNE","Tonnes","3","Thousands",,,1074.8,"E","Estimated value"
"AUT","Austria","OTHMUN","Other municipal waste","2001","2001","TONNE","Tonnes","3","Thousands",,,1075,"E","Estimated value"
"AUT","Austria","OTHMUN","Other municipal waste","2002","2002","TONNE","Tonnes","3","Thousands",,,1280,"E","Estimated value"
"AUT","Austria","OTHMUN","Other municipal waste","2003","2003","TONNE","Tonnes","3","Thousands",,,1280,"E","Estimated value"
"AUT","Austria","OTHMUN","Other municipal waste","2004","2004","TONNE","Tonnes","3","Thousands",,,1268,,
"AUT","Austria","OTHMUN","Other municipal waste","2005","2005","TONNE","Tonnes","3","Thousands",,,1268,,
"AUT","Austria","OTHMUN","Other municipal waste","2006","2006","TONNE","Tonnes","3","Thousands",,,1254.8,,
"AUT","Austria","OTHMUN","Other municipal waste","2007","2007","TONNE","Tonnes","3","Thousands",,,1223,,
"AUT","Austria","OTHMUN","Other municipal waste","2008","2008","TONNE","Tonnes","3","Thousands",,,1210.9,,
"AUT","Austria","OTHMUN","Other municipal waste","2009","2009","TONNE","Tonnes","3","Thousands",,,1026,,
"AUT","Austria","OTHMUN","Other municipal waste","2010","2010","TONNE","Tonnes","3","Thousands",,,912.3,,
"AUT","Austria","OTHMUN","Other municipal waste","2011","2011","TONNE","Tonnes","3","Thousands",,,859.7,,
"AUT","Austria","OTHMUN","Other municipal waste","2012","2012","TONNE","Tonnes","3","Thousands",,,863,,
"AUT","Austria","OTHMUN","Other municipal waste","2013","2013","TONNE","Tonnes","3","Thousands",,,873.5,,
"AUT","Austria","OTHMUN","Other municipal waste","2014","2014","TONNE","Tonnes","3","Thousands",,,662.3,,
"AUT","Austria","OTHMUN","Other municipal waste","2015","2015","TONNE","Tonnes","3","Thousands",,,676,,
"AUT","Austria","OTHMUN","Other municipal waste","2016","2016","TONNE","Tonnes","3","Thousands",,,659.4,,
"AUT","Austria","OTHMUN","Other municipal waste","2017","2017","TONNE","Tonnes","3","Thousands",,,695.6,,
"AUT","Austria","TREATMENT","Municipal waste treated","1990","1990","TONNE","Tonnes","3","Thousands",,,3513,,
"AUT","Austria","TREATMENT","Municipal waste treated","1991","1991","TONNE","Tonnes","3","Thousands",,,2770,"B","Break"
"AUT","Austria","TREATMENT","Municipal waste treated","1992","1992","TONNE","Tonnes","3","Thousands",,,2823,,
"AUT","Austria","TREATMENT","Municipal waste treated","1993","1993","TONNE","Tonnes","3","Thousands",,,2890,,
"AUT","Austria","TREATMENT","Municipal waste treated","1994","1994","TONNE","Tonnes","3","Thousands",,,2923,,
"AUT","Austria","TREATMENT","Municipal waste treated","1995","1995","TONNE","Tonnes","3","Thousands",,,3835,"B","Break"
"AUT","Austria","TREATMENT","Municipal waste treated","1996","1996","TONNE","Tonnes","3","Thousands",,,4297,,
"AUT","Austria","TREATMENT","Municipal waste treated","1997","1997","TONNE","Tonnes","3","Thousands",,,4407,,
"AUT","Austria","TREATMENT","Municipal waste treated","1998","1998","TONNE","Tonnes","3","Thousands",,,4411,,
"AUT","Austria","TREATMENT","Municipal waste treated","1999","1999","TONNE","Tonnes","3","Thousands",,,4620,,
"AUT","Austria","TREATMENT","Municipal waste treated","2000","2000","TONNE","Tonnes","3","Thousands",,,4744,,
"AUT","Austria","TREATMENT","Municipal waste treated","2001","2001","TONNE","Tonnes","3","Thousands",,,4749,,
"AUT","Austria","TREATMENT","Municipal waste treated","2002","2002","TONNE","Tonnes","3","Thousands",,,4821,,
"AUT","Austria","TREATMENT","Municipal waste treated","2003","2003","TONNE","Tonnes","3","Thousands",,,4950,,
"AUT","Austria","TREATMENT","Municipal waste treated","2004","2004","TONNE","Tonnes","3","Thousands",,,4625,,
"AUT","Austria","TREATMENT","Municipal waste treated","2005","2005","TONNE","Tonnes","3","Thousands",,,4601.3,,
"AUT","Austria","TREATMENT","Municipal waste treated","2006","2006","TONNE","Tonnes","3","Thousands",,,4834.2,,
"AUT","Austria","TREATMENT","Municipal waste treated","2007","2007","TONNE","Tonnes","3","Thousands",,,4859.4,,
"AUT","Austria","TREATMENT","Municipal waste treated","2008","2008","TONNE","Tonnes","3","Thousands",,,4888.7,,
"AUT","Austria","TREATMENT","Municipal waste treated","2009","2009","TONNE","Tonnes","3","Thousands",,,4787.6,,
"AUT","Austria","TREATMENT","Municipal waste treated","2010","2010","TONNE","Tonnes","3","Thousands",,,4581.7,,
"AUT","Austria","TREATMENT","Municipal waste treated","2011","2011","TONNE","Tonnes","3","Thousands",,,4631.7,,
"AUT","Austria","TREATMENT","Municipal waste treated","2012","2012","TONNE","Tonnes","3","Thousands",,,4718.2,,
"AUT","Austria","TREATMENT","Municipal waste treated","2013","2013","TONNE","Tonnes","3","Thousands",,,4743.5,,
"AUT","Austria","TREATMENT","Municipal waste treated","2014","2014","TONNE","Tonnes","3","Thousands",,,4673.2,,
"AUT","Austria","TREATMENT","Municipal waste treated","2015","2015","TONNE","Tonnes","3","Thousands",,,4727.8,,
"AUT","Austria","TREATMENT","Municipal waste treated","2016","2016","TONNE","Tonnes","3","Thousands",,,4825.2,,
"AUT","Austria","TREATMENT","Municipal waste treated","2017","2017","TONNE","Tonnes","3","Thousands",,,4944.1,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","1990","1990","TONNE","Tonnes","3","Thousands",,,1536,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","1991","1991","TONNE","Tonnes","3","Thousands",,,1174,"B","Break"
"AUT","Austria","RECOVERY","Amount designated for recovery operations","1992","1992","TONNE","Tonnes","3","Thousands",,,1328,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","1993","1993","TONNE","Tonnes","3","Thousands",,,1518,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","1994","1994","TONNE","Tonnes","3","Thousands",,,1693,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,2209,"B","Break"
"AUT","Austria","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,2821,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,2901,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,2928,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,3067,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,3172,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,3207,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,3309,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,3471,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,4068,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,4067,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,4349.4,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,4432.2,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,4515.6,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,4485.5,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,4428.4,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,4401.8,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,4510.9,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,4544.5,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,4479.1,,
"AUT","Austria","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,4584.2,,
