"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","LANDFILL","Landfill","2001","2001","TONNE","Tonnes","3","Thousands",,,760,,
"BEL","Belgium","LANDFILL","Landfill","2002","2002","TONNE","Tonnes","3","Thousands",,,575,,
"BEL","Belgium","LANDFILL","Landfill","2003","2003","TONNE","Tonnes","3","Thousands",,,536,,
"BEL","Belgium","LANDFILL","Landfill","2004","2004","TONNE","Tonnes","3","Thousands",,,590,,
"BEL","Belgium","LANDFILL","Landfill","2005","2005","TONNE","Tonnes","3","Thousands",,,583,,
"BEL","Belgium","LANDFILL","Landfill","2006","2006","TONNE","Tonnes","3","Thousands",,,492,,
"BEL","Belgium","LANDFILL","Landfill","2007","2007","TONNE","Tonnes","3","Thousands",,,499,,
"BEL","Belgium","LANDFILL","Landfill","2008","2008","TONNE","Tonnes","3","Thousands",,,212,"B","Break"
"BEL","Belgium","LANDFILL","Landfill","2009","2009","TONNE","Tonnes","3","Thousands",,,164,,
"BEL","Belgium","LANDFILL","Landfill","2010","2010","TONNE","Tonnes","3","Thousands",,,87,,
"BEL","Belgium","LANDFILL","Landfill","2011","2011","TONNE","Tonnes","3","Thousands",,,48,,
"BEL","Belgium","LANDFILL","Landfill","2012","2012","TONNE","Tonnes","3","Thousands",,,32,,
"BEL","Belgium","LANDFILL","Landfill","2013","2013","TONNE","Tonnes","3","Thousands",,,42,,
"BEL","Belgium","LANDFILL","Landfill","2014","2014","TONNE","Tonnes","3","Thousands",,,46,,
"BEL","Belgium","LANDFILL","Landfill","2015","2015","TONNE","Tonnes","3","Thousands",,,40,,
"BEL","Belgium","LANDFILL","Landfill","2016","2016","TONNE","Tonnes","3","Thousands",,,38,,
"BEL","Belgium","LANDFILL","Landfill","2017","2017","TONNE","Tonnes","3","Thousands",,,41,,
"BEL","Belgium","INCINERATION","Total Incineration","1990","1990","TONNE","Tonnes","3","Thousands",,,1784,,
"BEL","Belgium","INCINERATION","Total Incineration","1991","1991","TONNE","Tonnes","3","Thousands",,,1739,,
"BEL","Belgium","INCINERATION","Total Incineration","1992","1992","TONNE","Tonnes","3","Thousands",,,1772,,
"BEL","Belgium","INCINERATION","Total Incineration","1993","1993","TONNE","Tonnes","3","Thousands",,,1691,,
"BEL","Belgium","INCINERATION","Total Incineration","1994","1994","TONNE","Tonnes","3","Thousands",,,1687,,
"BEL","Belgium","INCINERATION","Total Incineration","1995","1995","TONNE","Tonnes","3","Thousands",,,1636,,
"BEL","Belgium","INCINERATION","Total Incineration","1996","1996","TONNE","Tonnes","3","Thousands",,,1554,,
"BEL","Belgium","INCINERATION","Total Incineration","1997","1997","TONNE","Tonnes","3","Thousands",,,1781,,
"BEL","Belgium","INCINERATION","Total Incineration","1998","1998","TONNE","Tonnes","3","Thousands",,,1652,,
"BEL","Belgium","INCINERATION","Total Incineration","1999","1999","TONNE","Tonnes","3","Thousands",,,1506,,
"BEL","Belgium","INCINERATION","Total Incineration","2000","2000","TONNE","Tonnes","3","Thousands",,,1623,,
"BEL","Belgium","INCINERATION","Total Incineration","2001","2001","TONNE","Tonnes","3","Thousands",,,1549,,
"BEL","Belgium","INCINERATION","Total Incineration","2002","2002","TONNE","Tonnes","3","Thousands",,,1760,,
"BEL","Belgium","INCINERATION","Total Incineration","2003","2003","TONNE","Tonnes","3","Thousands",,,1805,,
"BEL","Belgium","INCINERATION","Total Incineration","2004","2004","TONNE","Tonnes","3","Thousands",,,1798,,
"BEL","Belgium","INCINERATION","Total Incineration","2005","2005","TONNE","Tonnes","3","Thousands",,,1885,,
"BEL","Belgium","INCINERATION","Total Incineration","2006","2006","TONNE","Tonnes","3","Thousands",,,1707,,
"BEL","Belgium","INCINERATION","Total Incineration","2007","2007","TONNE","Tonnes","3","Thousands",,,1978,,
"BEL","Belgium","INCINERATION","Total Incineration","2008","2008","TONNE","Tonnes","3","Thousands",,,2013,"B","Break"
"BEL","Belgium","INCINERATION","Total Incineration","2009","2009","TONNE","Tonnes","3","Thousands",,,1940,,
"BEL","Belgium","INCINERATION","Total Incineration","2010","2010","TONNE","Tonnes","3","Thousands",,,1975,,
"BEL","Belgium","INCINERATION","Total Incineration","2011","2011","TONNE","Tonnes","3","Thousands",,,2041,,
"BEL","Belgium","INCINERATION","Total Incineration","2012","2012","TONNE","Tonnes","3","Thousands",,,2047,,
"BEL","Belgium","INCINERATION","Total Incineration","2013","2013","TONNE","Tonnes","3","Thousands",,,2131,,
"BEL","Belgium","INCINERATION","Total Incineration","2014","2014","TONNE","Tonnes","3","Thousands",,,2078,,
"BEL","Belgium","INCINERATION","Total Incineration","2015","2015","TONNE","Tonnes","3","Thousands",,,2050,,
"BEL","Belgium","INCINERATION","Total Incineration","2016","2016","TONNE","Tonnes","3","Thousands",,,2113,,
"BEL","Belgium","INCINERATION","Total Incineration","2017","2017","TONNE","Tonnes","3","Thousands",,,2002,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1990","1990","PC","Percentage","0","Units",,,11.108,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1991","1991","PC","Percentage","0","Units",,,11.346,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1992","1992","PC","Percentage","0","Units",,,12.789,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1993","1993","PC","Percentage","0","Units",,,13.88,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1994","1994","PC","Percentage","0","Units",,,16.522,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1995","1995","PC","Percentage","0","Units",,,19.398,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1996","1996","PC","Percentage","0","Units",,,25.872,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1997","1997","PC","Percentage","0","Units",,,34.188,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1998","1998","PC","Percentage","0","Units",,,41.331,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1999","1999","PC","Percentage","0","Units",,,46.421,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2000","2000","PC","Percentage","0","Units",,,47.722,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2001","2001","PC","Percentage","0","Units",,,50.28,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2002","2002","PC","Percentage","0","Units",,,51.334,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2003","2003","PC","Percentage","0","Units",,,51.229,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2004","2004","PC","Percentage","0","Units",,,52.278,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2005","2005","PC","Percentage","0","Units",,,52.429,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2006","2006","PC","Percentage","0","Units",,,55.932,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2007","2007","PC","Percentage","0","Units",,,54.584,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2008","2008","PC","Percentage","0","Units",,,54.923,"B","Break"
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2009","2009","PC","Percentage","0","Units",,,56.391,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2010","2010","PC","Percentage","0","Units",,,56.961,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2011","2011","PC","Percentage","0","Units",,,56.696,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2012","2012","PC","Percentage","0","Units",,,55.925,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2013","2013","PC","Percentage","0","Units",,,53.41,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2014","2014","PC","Percentage","0","Units",,,53.838,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2015","2015","PC","Percentage","0","Units",,,53.488,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2016","2016","PC","Percentage","0","Units",,,53.472,,
"BEL","Belgium","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2017","2017","PC","Percentage","0","Units",,,54.199,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","1990","1990","PC","Percentage","0","Units",,,5.125,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","1991","1991","PC","Percentage","0","Units",,,5.308,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","1992","1992","PC","Percentage","0","Units",,,6.135,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","1993","1993","PC","Percentage","0","Units",,,7.301,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","1994","1994","PC","Percentage","0","Units",,,9.37,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","1995","1995","PC","Percentage","0","Units",,,11.36,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","1996","1996","PC","Percentage","0","Units",,,14.658,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","1997","1997","PC","Percentage","0","Units",,,17.702,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","1998","1998","PC","Percentage","0","Units",,,22.723,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","1999","1999","PC","Percentage","0","Units",,,25.538,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2000","2000","PC","Percentage","0","Units",,,25.434,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2001","2001","PC","Percentage","0","Units",,,28.101,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2002","2002","PC","Percentage","0","Units",,,28.449,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2003","2003","PC","Percentage","0","Units",,,27.833,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2004","2004","PC","Percentage","0","Units",,,28.137,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2005","2005","PC","Percentage","0","Units",,,29.819,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2006","2006","PC","Percentage","0","Units",,,32.084,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2007","2007","PC","Percentage","0","Units",,,31.922,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2008","2008","PC","Percentage","0","Units",,,33.712,"B","Break"
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2009","2009","PC","Percentage","0","Units",,,35.156,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2010","2010","PC","Percentage","0","Units",,,34.899,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2011","2011","PC","Percentage","0","Units",,,35.386,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2012","2012","PC","Percentage","0","Units",,,33.92,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2013","2013","PC","Percentage","0","Units",,,31.996,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2014","2014","PC","Percentage","0","Units",,,33.438,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2015","2015","PC","Percentage","0","Units",,,34.109,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2016","2016","PC","Percentage","0","Units",,,33.144,,
"BEL","Belgium","RECYCLING_SHARE","% Recycling","2017","2017","PC","Percentage","0","Units",,,34.199,,
"BEL","Belgium","COMPST_SHARE","% Composting","1990","1990","PC","Percentage","0","Units",,,5.983,,
"BEL","Belgium","COMPST_SHARE","% Composting","1991","1991","PC","Percentage","0","Units",,,6.038,,
"BEL","Belgium","COMPST_SHARE","% Composting","1992","1992","PC","Percentage","0","Units",,,6.654,,
"BEL","Belgium","COMPST_SHARE","% Composting","1993","1993","PC","Percentage","0","Units",,,6.58,,
"BEL","Belgium","COMPST_SHARE","% Composting","1994","1994","PC","Percentage","0","Units",,,7.152,,
"BEL","Belgium","COMPST_SHARE","% Composting","1995","1995","PC","Percentage","0","Units",,,8.038,,
"BEL","Belgium","COMPST_SHARE","% Composting","1996","1996","PC","Percentage","0","Units",,,11.214,,
"BEL","Belgium","COMPST_SHARE","% Composting","1997","1997","PC","Percentage","0","Units",,,16.486,,
"BEL","Belgium","COMPST_SHARE","% Composting","1998","1998","PC","Percentage","0","Units",,,18.608,,
"BEL","Belgium","COMPST_SHARE","% Composting","1999","1999","PC","Percentage","0","Units",,,20.883,,
"BEL","Belgium","COMPST_SHARE","% Composting","2000","2000","PC","Percentage","0","Units",,,22.288,,
"BEL","Belgium","COMPST_SHARE","% Composting","2001","2001","PC","Percentage","0","Units",,,22.179,,
"BEL","Belgium","COMPST_SHARE","% Composting","2002","2002","PC","Percentage","0","Units",,,22.885,,
"BEL","Belgium","COMPST_SHARE","% Composting","2003","2003","PC","Percentage","0","Units",,,23.396,,
"BEL","Belgium","COMPST_SHARE","% Composting","2004","2004","PC","Percentage","0","Units",,,24.141,,
"BEL","Belgium","COMPST_SHARE","% Composting","2005","2005","PC","Percentage","0","Units",,,22.61,,
"BEL","Belgium","COMPST_SHARE","% Composting","2006","2006","PC","Percentage","0","Units",,,23.848,,
"BEL","Belgium","COMPST_SHARE","% Composting","2007","2007","PC","Percentage","0","Units",,,22.662,,
"BEL","Belgium","COMPST_SHARE","% Composting","2008","2008","PC","Percentage","0","Units",,,21.212,"B","Break"
"BEL","Belgium","COMPST_SHARE","% Composting","2009","2009","PC","Percentage","0","Units",,,21.235,,
"BEL","Belgium","COMPST_SHARE","% Composting","2010","2010","PC","Percentage","0","Units",,,22.062,,
"BEL","Belgium","COMPST_SHARE","% Composting","2011","2011","PC","Percentage","0","Units",,,21.31,,
"BEL","Belgium","COMPST_SHARE","% Composting","2012","2012","PC","Percentage","0","Units",,,22.006,,
"BEL","Belgium","COMPST_SHARE","% Composting","2013","2013","PC","Percentage","0","Units",,,21.414,,
"BEL","Belgium","COMPST_SHARE","% Composting","2014","2014","PC","Percentage","0","Units",,,20.4,,
"BEL","Belgium","COMPST_SHARE","% Composting","2015","2015","PC","Percentage","0","Units",,,19.38,,
"BEL","Belgium","COMPST_SHARE","% Composting","2016","2016","PC","Percentage","0","Units",,,20.328,,
"BEL","Belgium","COMPST_SHARE","% Composting","2017","2017","PC","Percentage","0","Units",,,20,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","1990","1990","PC","Percentage","0","Units",,,22.141,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","1991","1991","PC","Percentage","0","Units",,,18.408,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","1992","1992","PC","Percentage","0","Units",,,17.791,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","1993","1993","PC","Percentage","0","Units",,,16.607,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","1994","1994","PC","Percentage","0","Units",,,15.717,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","1995","1995","PC","Percentage","0","Units",,,15.523,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","1996","1996","PC","Percentage","0","Units",,,16.13,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","1997","1997","PC","Percentage","0","Units",,,20.83,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","1998","1998","PC","Percentage","0","Units",,,20.25,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","1999","1999","PC","Percentage","0","Units",,,30.149,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2000","2000","PC","Percentage","0","Units",,,30.153,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2001","2001","PC","Percentage","0","Units",,,29.823,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2002","2002","PC","Percentage","0","Units",,,32.618,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2003","2003","PC","Percentage","0","Units",,,34.063,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2004","2004","PC","Percentage","0","Units",,,33.533,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2005","2005","PC","Percentage","0","Units",,,34.098,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2006","2006","PC","Percentage","0","Units",,,33.768,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2007","2007","PC","Percentage","0","Units",,,35.369,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2008","2008","PC","Percentage","0","Units",,,38.695,"B","Break"
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2009","2009","PC","Percentage","0","Units",,,38.16,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2010","2010","PC","Percentage","0","Units",,,39.345,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2011","2011","PC","Percentage","0","Units",,,39.386,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2012","2012","PC","Percentage","0","Units",,,40.471,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2013","2013","PC","Percentage","0","Units",,,42.225,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2014","2014","PC","Percentage","0","Units",,,42.881,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2015","2015","PC","Percentage","0","Units",,,43.368,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2016","2016","PC","Percentage","0","Units",,,43.455,,
"BEL","Belgium","INC_WITH_SHARE","% Incineration with energy recovery","2017","2017","PC","Percentage","0","Units",,,42.511,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1990","1990","PC","Percentage","0","Units",,,22.898,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1991","1991","PC","Percentage","0","Units",,,23.935,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1992","1992","PC","Percentage","0","Units",,,24.021,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1993","1993","PC","Percentage","0","Units",,,21.496,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1994","1994","PC","Percentage","0","Units",,,20.957,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1995","1995","PC","Percentage","0","Units",,,20.704,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1996","1996","PC","Percentage","0","Units",,,19.076,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1997","1997","PC","Percentage","0","Units",,,17.854,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1998","1998","PC","Percentage","0","Units",,,15.915,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","1999","1999","PC","Percentage","0","Units",,,2.921,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2000","2000","PC","Percentage","0","Units",,,3.003,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2001","2001","PC","Percentage","0","Units",,,3.531,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2002","2002","PC","Percentage","0","Units",,,4.064,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2003","2003","PC","Percentage","0","Units",,,3.542,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2004","2004","PC","Percentage","0","Units",,,2.398,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2005","2005","PC","Percentage","0","Units",,,2.236,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2006","2006","PC","Percentage","0","Units",,,0.441,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2007","2007","PC","Percentage","0","Units",,,0.898,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2008","2008","PC","Percentage","0","Units",,,2.087,"B","Break"
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2009","2009","PC","Percentage","0","Units",,,2.051,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2010","2010","PC","Percentage","0","Units",,,1.879,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2011","2011","PC","Percentage","0","Units",,,2.923,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2012","2012","PC","Percentage","0","Units",,,2.926,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2013","2013","PC","Percentage","0","Units",,,2.079,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2014","2014","PC","Percentage","0","Units",,,0.82,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2015","2015","PC","Percentage","0","Units",,,0.775,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2016","2016","PC","Percentage","0","Units",,,1.01,,
"BEL","Belgium","INC_WITHOUT_SHARE","% Incineration without energy recovery","2017","2017","PC","Percentage","0","Units",,,0.823,,
"BEL","Belgium","INC_SHARE","% Incineration","1990","1990","PC","Percentage","0","Units",,,45.039,,
"BEL","Belgium","INC_SHARE","% Incineration","1991","1991","PC","Percentage","0","Units",,,42.342,,
"BEL","Belgium","INC_SHARE","% Incineration","1992","1992","PC","Percentage","0","Units",,,41.812,,
"BEL","Belgium","INC_SHARE","% Incineration","1993","1993","PC","Percentage","0","Units",,,38.103,,
"BEL","Belgium","INC_SHARE","% Incineration","1994","1994","PC","Percentage","0","Units",,,36.674,,
"BEL","Belgium","INC_SHARE","% Incineration","1995","1995","PC","Percentage","0","Units",,,36.227,,
"BEL","Belgium","INC_SHARE","% Incineration","1996","1996","PC","Percentage","0","Units",,,35.206,,
"BEL","Belgium","INC_SHARE","% Incineration","1997","1997","PC","Percentage","0","Units",,,38.684,,
"BEL","Belgium","INC_SHARE","% Incineration","1998","1998","PC","Percentage","0","Units",,,36.165,,
"BEL","Belgium","INC_SHARE","% Incineration","1999","1999","PC","Percentage","0","Units",,,33.07,,
"BEL","Belgium","INC_SHARE","% Incineration","2000","2000","PC","Percentage","0","Units",,,33.156,,
"BEL","Belgium","INC_SHARE","% Incineration","2001","2001","PC","Percentage","0","Units",,,33.355,,
"BEL","Belgium","INC_SHARE","% Incineration","2002","2002","PC","Percentage","0","Units",,,36.682,,
"BEL","Belgium","INC_SHARE","% Incineration","2003","2003","PC","Percentage","0","Units",,,37.604,,
"BEL","Belgium","INC_SHARE","% Incineration","2004","2004","PC","Percentage","0","Units",,,35.931,,
"BEL","Belgium","INC_SHARE","% Incineration","2005","2005","PC","Percentage","0","Units",,,36.334,,
"BEL","Belgium","INC_SHARE","% Incineration","2006","2006","PC","Percentage","0","Units",,,34.208,,
"BEL","Belgium","INC_SHARE","% Incineration","2007","2007","PC","Percentage","0","Units",,,36.267,,
"BEL","Belgium","INC_SHARE","% Incineration","2008","2008","PC","Percentage","0","Units",,,40.782,"B","Break"
"BEL","Belgium","INC_SHARE","% Incineration","2009","2009","PC","Percentage","0","Units",,,40.191,,
"BEL","Belgium","INC_SHARE","% Incineration","2010","2010","PC","Percentage","0","Units",,,41.223,,
"BEL","Belgium","INC_SHARE","% Incineration","2011","2011","PC","Percentage","0","Units",,,42.309,,
"BEL","Belgium","INC_SHARE","% Incineration","2012","2012","PC","Percentage","0","Units",,,43.396,,
"BEL","Belgium","INC_SHARE","% Incineration","2013","2013","PC","Percentage","0","Units",,,44.304,,
"BEL","Belgium","INC_SHARE","% Incineration","2014","2014","PC","Percentage","0","Units",,,43.701,,
"BEL","Belgium","INC_SHARE","% Incineration","2015","2015","PC","Percentage","0","Units",,,44.143,,
"BEL","Belgium","INC_SHARE","% Incineration","2016","2016","PC","Percentage","0","Units",,,44.465,,
"BEL","Belgium","INC_SHARE","% Incineration","2017","2017","PC","Percentage","0","Units",,,43.333,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1990","1990","PC","Percentage","0","Units",,,43.853,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1991","1991","PC","Percentage","0","Units",,,46.311,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1992","1992","PC","Percentage","0","Units",,,45.399,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1993","1993","PC","Percentage","0","Units",,,48.017,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1994","1994","PC","Percentage","0","Units",,,46.804,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1995","1995","PC","Percentage","0","Units",,,44.376,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1996","1996","PC","Percentage","0","Units",,,38.922,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1997","1997","PC","Percentage","0","Units",,,27.129,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1998","1998","PC","Percentage","0","Units",,,22.504,,
"BEL","Belgium","LANDF_SHARE","% Landfill","1999","1999","PC","Percentage","0","Units",,,20.509,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2000","2000","PC","Percentage","0","Units",,,19.122,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2001","2001","PC","Percentage","0","Units",,,16.365,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2002","2002","PC","Percentage","0","Units",,,11.984,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2003","2003","PC","Percentage","0","Units",,,11.167,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2004","2004","PC","Percentage","0","Units",,,11.791,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2005","2005","PC","Percentage","0","Units",,,11.237,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2006","2006","PC","Percentage","0","Units",,,9.86,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2007","2007","PC","Percentage","0","Units",,,9.149,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2008","2008","PC","Percentage","0","Units",,,4.295,"B","Break"
"BEL","Belgium","LANDF_SHARE","% Landfill","2009","2009","PC","Percentage","0","Units",,,3.398,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2010","2010","PC","Percentage","0","Units",,,1.816,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2011","2011","PC","Percentage","0","Units",,,0.995,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2012","2012","PC","Percentage","0","Units",,,0.678,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2013","2013","PC","Percentage","0","Units",,,0.873,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2014","2014","PC","Percentage","0","Units",,,0.967,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2015","2015","PC","Percentage","0","Units",,,0.861,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2016","2016","PC","Percentage","0","Units",,,0.8,,
"BEL","Belgium","LANDF_SHARE","% Landfill","2017","2017","PC","Percentage","0","Units",,,0.887,,
"CAN","Canada","HOUSEHOLD","Waste from households","1996","1996","TONNE","Tonnes","3","Thousands",,,7029.903,,
"CAN","Canada","HOUSEHOLD","Waste from households","1998","1998","TONNE","Tonnes","3","Thousands",,,9398.933,,
